ФИО аудитора ПАБ;Должность (профессия) аудитора ПАБ;Дата проведения ПАБ;Стаж аудитора ПАБ в занимаемой должности (профессии), лет;Возраст аудитора ПАБ, лет;Продолжительность междувахтового отдыха аудитора ПАБ, предшествующего вахте (в днях);Продолжительность вахты аудитора ПАБ, дней;Нахождение на рабочей вахте аудитора ПАБ после прилёта в день проведения ПАБ (в днях);ФИО_работника;Профессия_работника;Стаж_работника;Стаж_категории;Возраст_работника;Возраст_категории;Продолжительность_вахты;Продолжительность_междувахтового_отдыха;Балл_анкетирования;Балл_категории;Индекс_массы_тела;Индекс_категории;Адаптационный_потенциал;Адаптационный_потенциал_категории;Нахождение_на_рабочей_вахте;Физическое_утомление;Месяц_ПАБ;Переход_из_ночной_смены;Выход_после_праздника;Количество_выявленных_опасных_действий;;;num
35;12;18.03.2024;23;58;33;29;3;121;7;11;4;40;3;31;33;-28;2;24;2;2,67;2;15;0;3;0;0;0;;;970
25;6;18.03.2024;13;36;31;44;41;1;2;1;1;44;3;42;47;1;3;27,7;3;2,568;1;6;0;3;0;0;2;;;971
3;4;18.03.2024;13;47;45;46;9;82;4;21;5;56;5;45;46;-13;2;26,5;3;2,8;2;23;0;3;0;0;0;;;972
32;8;18.03.2024;13;36;35;31;3;24;2;10;4;30;2;27;40;-7;3;26;3;2,5;1;23;0;3;0;0;0;;;973
32;8;18.03.2024;13;36;35;31;3;12;2;8;4;33;2;29;27;-7;3;20;2;2,5;1;8;0;3;0;0;0;;;974
37;5;18.03.2024;7;31;31;44;38;141;7;20;5;51;4;34;36;-30;1;19;2;2,95;2;26;1;3;0;0;0;;;975
37;5;18.03.2024;7;31;31;44;38;101;3;2;2;35;2;30;30;12;4;20;2;2,77;2;21;0;3;0;0;0;;;976
1;11;19.03.2024;14;41;54;48;9;92;4;11;4;38;3;46;58;4;3;26;3;2,7;2;10;0;3;0;0;0;;;977
24;12;19.03.2024;11;33;30;31;4;141;7;20;5;51;4;32;43;-30;1;19;2;2,95;2;26;1;3;0;0;0;;;978
3;4;19.03.2024;13;47;45;46;10;76;4;8;4;30;2;42;29;-2;3;23,5;2;2,5;1;34;1;3;0;0;0;;;979
37;5;19.03.2024;7;31;31;44;39;75;7;8;4;37;3;32;30;-20;2;19;2;2,67;2;15;0;3;0;0;0;;;980
37;5;19.03.2024;7;31;31;44;39;38;7;2;2;23;1;30;30;-5;3;14;1;2,55;1;28;1;3;0;0;0;;;981
23;5;19.03.2024;14;43;41;46;26;156;5;5;3;30;2;27;60;4;3;25;2;2,6;1;5;0;3;0;0;1;;;982
23;5;19.03.2024;14;43;41;46;26;182;5;1;1;32;2;40;66;-5;3;25;2;2,6;1;5;0;3;0;0;1;;;983
24;12;20.03.2024;11;33;47;31;5;80;7;21;5;61;5;40;29;-11;2;16;2;2,98;2;5;0;3;0;0;0;;;984
37;5;20.03.2024;7;31;31;44;38;77;7;21;5;42;3;31;28;-29;2;19;2;2,85;2;14;0;3;0;0;0;;;985
26;8;20.03.2024;19;44;51;40;13;132;2;4;3;30;2;38;51;-1;3;23;2;2,7;2;6;0;3;0;0;0;;;986
26;8;20.03.2024;19;44;51;40;13;12;2;8;4;33;2;29;27;-7;3;20;2;2,5;1;10;0;3;0;0;1;;;987
1;11;20.03.2024;14;41;54;48;10;98;4;10;4;42;3;38;31;6;3;27;3;2,7;2;34;1;3;0;0;0;;;988
26;8;21.03.2024;19;44;51;40;14;189;3;22;5;51;4;30;23;-24;2;30;3;2,7;2;12;0;3;0;0;0;;;989
26;8;21.03.2024;19;44;51;40;14;73;3;4;3;29;2;27;31;-23;2;24;2;2,5;1;26;0;3;0;0;0;;;990
50;3;22.03.2024;8;45;28;47;44;101;3;1;1;35;2;33;62;12;4;14,9;1;2,59;1;9;0;3;0;0;0;;;991
34;8;22.03.2024;18;41;29;29;14;145;2;19;5;41;3;38;51;-9;3;27;3;3;2;16;0;3;0;0;0;;;992
45;1;27.03.2024;21;44;30;40;22;92;4;11;4;38;3;44;54;-5;3;20;2;1,9;1;18;0;3;0;0;0;;;993
26;8;27.03.2024;19;44;51;40;20;189;3;22;5;51;4;30;23;-24;2;30;3;2,7;2;18;0;3;0;0;0;;;994
26;8;27.03.2024;19;44;51;40;20;96;3;15;4;43;3;31;48;-21;2;23;2;2,8;2;1;0;3;0;0;0;;;995
40;5;27.03.2024;22;56;41;47;4;35;7;14;4;34;2;32;28;2;3;20;2;2,75;2;1;0;3;0;0;0;;;996
40;5;27.03.2024;22;56;41;47;4;181;7;3;2;33;2;34;32;12;4;21;2;2,58;1;1;0;3;0;0;0;;;997
3;4;28.03.2024;13;47;45;46;19;109;4;7;4;36;3;31;45;-19;2;23;2;2,45;1;20;0;3;1;0;0;;;998
52;6;28.03.2024;20;44;41;32;6;4;2;8;4;49;4;34;27;-51;1;24,7;2;2,616;2;4;0;3;0;0;0;;;999
21;3;28.03.2024;8;38;44;46;6;173;7;23;5;57;5;29;33;-24;2;27;3;2,81;2;15;0;3;0;0;0;;;1000
40;5;29.03.2024;22;56;41;47;6;47;7;12;4;55;4;31;33;-40;1;19;2;2,87;2;21;0;3;0;0;0;;;1001
52;6;29.03.2024;20;44;41;32;7;1;2;1;1;44;3;42;47;1;3;27,7;3;2,568;1;17;0;3;0;0;0;;;1002
52;6;30.03.2024;20;44;41;32;8;1;2;1;1;44;3;42;47;1;3;27,7;3;2,568;1;18;0;3;0;0;0;;;1003
21;3;01.04.2024;8;38;44;46;10;96;3;13;4;30;2;31;48;-21;2;24;2;2,77;2;6;0;4;0;0;0;;;1004
40;5;01.04.2024;22;56;41;47;9;181;7;3;2;33;2;34;32;12;4;21;2;2,58;1;5;0;4;0;0;0;;;1005
40;5;01.04.2024;22;56;41;47;9;38;7;2;2;23;1;30;30;-5;3;14;1;2,55;1;6;0;4;0;0;0;;;1006
11;10;01.04.2024;15;40;29;24;9;189;3;22;5;51;4;31;23;-24;2;25,5;3;2,77;2;24;0;4;0;0;0;;;1007
45;1;01.04.2024;21;44;30;40;26;139;4;2;2;42;3;32;76;-13;2;15;1;2,4;1;13;0;4;0;0;1;;;1008
24;12;02.04.2024;11;33;47;31;18;77;7;21;5;42;3;29;30;-29;2;19;2;2,85;2;9;0;4;0;0;0;;;1009
21;3;02.04.2024;8;38;44;46;11;129;3;2;2;35;2;32;28;-13;2;14,88;1;2,62;2;6;0;4;0;0;0;;;1010
11;10;02.04.2024;15;40;29;24;10;129;3;2;2;35;2;32;28;-13;2;14,88;1;2,62;2;6;0;4;0;0;0;;;1011
21;3;02.04.2024;8;38;44;46;11;101;3;1;1;35;2;33;62;12;4;14,9;1;2,59;1;20;0;4;0;0;0;;;1012
11;10;02.04.2024;15;40;29;24;10;101;3;1;1;35;2;33;62;12;4;14,9;1;2,59;1;20;0;4;0;0;0;;;1013
32;8;03.04.2024;13;36;35;31;19;178;1;6;4;38;3;33;60;-3;3;23;2;2,5;1;23;0;4;0;0;0;;;1014
32;8;03.04.2024;13;36;35;31;19;82;4;21;5;56;5;43;32;-13;2;22;2;2,9;2;34;1;4;0;0;0;;;1015
32;8;03.04.2024;13;36;35;31;19;109;4;8;4;35;2;29;45;-19;2;20;2;2,5;1;26;1;4;0;0;0;;;1016
23;5;05.04.2024;14;43;41;46;43;156;5;5;3;30;2;27;60;4;3;25;2;2,6;1;22;1;4;0;0;2;;;1017
3;4;05.04.2024;13;47;45;46;27;109;4;7;4;36;3;31;45;-19;2;23;2;2,45;1;28;1;4;0;0;0;;;1018
21;3;06.04.2024;8;38;44;46;15;96;3;13;4;30;2;31;48;-21;2;24;2;2,77;2;11;0;4;0;0;0;;;1019
40;5;06.04.2024;22;56;41;47;14;96;3;13;4;30;2;34;32;-21;2;20;2;2,77;2;9;0;4;0;0;0;;;1020
34;2;06.04.2024;18;41;29;29;28;132;2;4;3;30;2;32;48;-1;3;26;3;2,9;2;23;0;4;0;0;0;;;1021
34;2;06.04.2024;18;41;29;29;28;13;2;8;4;33;2;29;27;-7;3;20;2;2,7;2;27;0;4;0;0;0;;;1022
28;2;07.04.2024;1;30;23;33;28;132;2;4;3;30;2;38;51;-1;3;23;2;2,7;2;24;0;4;0;0;0;;;1023
32;8;08.04.2024;13;36;35;31;24;132;2;4;3;30;2;38;51;-1;3;23;2;2,7;2;25;0;4;0;0;0;;;1024
32;8;08.04.2024;13;36;35;31;24;122;2;2;2;28;2;32;68;6;3;20;2;2,4;1;32;1;4;0;0;0;;;1025
40;5;08.04.2024;22;56;41;47;16;38;7;2;2;23;1;30;30;-5;3;14;1;2,55;1;13;0;4;0;0;0;;;1026
35;12;09.04.2024;23;58;33;29;25;35;7;14;4;34;2;32;30;2;3;20;2;2,75;2;18;0;4;0;0;0;;;1027
35;12;09.04.2024;23;58;33;29;25;181;7;3;2;33;2;34;30;12;4;21;2;2,58;1;2;0;4;0;0;0;;;1028
52;6;10.04.2024;20;44;41;32;18;72;2;1;1;44;3;42;47;1;3;27,7;3;2,568;1;29;1;4;0;0;0;;;1029
40;5;10.04.2024;22;56;41;47;6;35;7;14;4;34;2;32;30;2;3;20;2;2,75;2;18;0;4;0;0;0;;;1030
21;3;10.04.2024;8;38;44;46;19;35;7;14;4;34;2;32;43;2;3;17;2;2,74;2;15;0;4;0;0;0;;;1031
52;6;10.04.2024;20;44;41;32;18;4;2;8;4;49;4;34;27;-51;1;24,7;2;2,616;2;17;0;4;0;0;0;;;1032
32;8;10.04.2024;13;36;35;31;26;178;1;6;4;38;3;33;60;-3;3;23;2;2,5;1;30;1;4;0;0;0;;;1033
32;8;10.04.2024;13;36;35;31;26;33;2;12;4;35;2;28;60;1;3;28;3;2,8;2;2;0;4;0;0;0;;;1034
35;12;10.04.2024;23;58;33;29;26;35;7;14;4;34;2;32;30;2;3;20;2;2,75;2;19;0;4;0;0;0;;;1035
40;5;10.04.2024;22;56;41;47;18;35;7;14;4;34;2;32;30;2;3;20;2;2,75;2;19;0;4;0;0;0;;;1036
1;11;12.04.2024;14;41;54;48;33;154;4;10;4;39;3;30;30;1;3;26;3;2,6;1;4;0;4;0;0;0;;;1037
24;12;13.04.2024;11;33;47;31;29;77;7;21;5;42;3;29;31;-29;2;19;2;2,85;2;16;0;4;0;0;0;;;1038
22;2;14.04.2024;4;38;27;29;3;142;2;1;1;22;1;29;26;3;3;21;2;2,4;1;3;0;4;0;0;0;;;1039
1;11;14.04.2024;14;41;54;48;35;102;4;3;2;35;2;35;51;-10;3;24,5;2;2,5;1;7;0;4;0;0;0;;;1040
40;5;15.04.2024;22;56;41;47;23;38;7;2;2;23;1;30;30;-5;3;14;1;2,55;1;20;0;4;0;0;0;;;1041
21;3;15.04.2024;8;38;44;46;24;38;7;2;2;23;1;32;29;-5;3;14;1;2,45;1;2;0;4;0;0;0;;;1042
46;2;15.04.2024;14;38;29;28;6;117;2;0;1;33;2;27;30;2;3;26;3;2,8;2;4;0;4;0;0;0;;;1043
40;5;15.04.2024;22;56;41;47;23;38;7;2;2;23;1;30;30;-5;3;14;1;2,55;1;30;1;4;0;0;0;;;1044
21;3;15.04.2024;8;38;44;46;24;160;3;23;5;55;4;31;28;-30;1;26;3;2,81;2;8;0;4;0;0;0;;;1045
40;5;16.04.2024;22;56;41;47;24;141;7;20;5;51;4;34;32;-30;1;19;2;2,95;2;10;0;4;0;0;0;;;1046
46;2;17.04.2024;14;38;29;28;8;199;2;23;5;49;4;24;31;-9;3;26;3;2,78;2;2;0;4;0;0;0;;;1047
13;1;17.04.2024;15;41;25;29;27;92;4;11;4;38;3;44;54;-5;3;20;2;1,9;1;39;1;4;0;0;0;;;1048
3;4;18.04.2024;13;47;45;46;28;70;4;11;4;36;3;30;60;-6;3;26;3;2,5;1;3;0;4;0;0;0;;;1049
44;4;19.04.2024;12;51;35;32;5;67;4;21;5;58;5;43;39;-1;3;30;3;3,5;3;5;0;4;0;0;0;;;1050
52;6;20.04.2024;20;44;41;32;28;4;2;8;4;49;4;34;27;-51;1;24,7;2;2,616;2;27;1;4;0;0;0;;;1051
52;6;20.04.2024;20;44;41;32;28;1;2;1;1;44;3;42;47;1;3;27,7;3;2,568;1;38;1;4;0;0;0;;;1052
21;3;22.04.2024;8;38;44;46;31;96;3;13;4;30;2;31;48;-21;2;24;2;2,77;2;27;1;4;0;0;0;;;1053
31;7;22.04.2024;15;39;31;32;9;96;3;11;4;30;2;31;48;-21;2;21;2;2,7;2;27;1;4;0;0;1;;;1054
40;5;23.04.2024;22;56;41;47;32;141;7;20;5;52;4;34;32;-30;1;19;2;2,8;2;17;0;4;0;0;0;;;1055
27;5;23.04.2024;2;31;35;43;15;146;5;14;4;59;5;33;28;1;3;16;2;2,7;2;15;0;4;0;0;2;;;1056
31;7;23.04.2024;15;39;31;32;10;146;5;20;5;59;5;33;26;1;3;24;2;3;2;16;0;4;1;0;2;;;1057
22;2;24.04.2024;4;38;27;29;13;184;1;6;4;33;2;27;57;-6;3;23;2;2,5;1;18;0;4;0;0;0;;;1058
27;5;27.04.2024;2;31;35;43;19;63;5;14;4;47;4;33;37;-19;2;18;2;2,9;2;5;0;4;0;0;0;;;1059
25;6;27.04.2024;13;36;31;30;4;9;2;14;4;61;5;28;31;1;3;29,4;3;2,905;2;17;0;4;0;0;0;;;1060
27;5;29.04.2024;2;31;35;43;21;37;5;1;1;41;3;29;29;-5;3;25;2;0,9;1;4;0;4;0;0;0;;;1061
46;2;30.04.2024;14;38;29;28;20;117;2;0;1;33;2;27;30;2;3;26;3;2,8;2;17;0;4;0;0;1;;;1062
46;2;01.05.2024;14;38;29;28;21;199;2;23;5;49;4;24;31;-9;3;26;3;2,78;2;16;0;5;1;0;0;;;1063
27;5;02.05.2024;2;31;35;43;24;146;5;14;4;59;5;33;28;1;3;20;2;2,8;2;25;0;5;0;1;0;;;1064
21;3;02.05.2024;8;38;44;46;41;160;3;23;5;55;4;31;28;-30;1;26;3;2,81;2;24;0;5;0;0;0;;;1065
40;5;02.05.2024;22;56;41;47;40;205;7;6;4;30;2;34;28;-10;3;20;2;2,76;2;11;0;5;0;0;0;;;1066
21;3;03.05.2024;8;38;44;46;42;160;3;23;5;55;4;31;28;-30;1;26;3;2,81;2;25;1;5;1;0;0;;;1067
31;7;03.05.2024;15;39;31;32;20;159;3;22;5;54;4;31;28;-30;1;26;3;2,81;2;25;0;5;1;0;1;;;1068
27;5;03.05.2024;2;31;35;43;25;63;5;14;4;47;4;33;37;-19;2;19;2;2,7;2;11;0;5;0;1;0;;;1069
31;7;03.05.2024;15;39;31;32;20;58;5;13;4;47;4;33;37;-19;2;15;1;2,6;1;11;0;5;0;0;0;;;1070
27;5;03.05.2024;2;31;35;43;25;146;5;14;4;59;5;33;28;1;3;20;2;2,6;1;26;0;5;0;0;0;;;1071
31;7;03.05.2024;15;39;31;32;20;146;5;20;5;59;5;33;26;1;3;24;2;3;2;23;0;5;0;0;0;;;1072
44;4;06.05.2024;12;51;35;32;22;67;4;21;5;58;5;43;39;-1;3;30;3;3,5;3;22;0;5;0;0;0;;;1073
31;7;06.05.2024;15;39;31;32;23;67;4;21;5;58;5;41;35;-1;3;27;3;3,8;4;21;0;5;0;0;0;;;1074
40;5;07.05.2024;22;56;41;47;45;40;7;3;2;33;2;34;30;1;3;20;2;2,88;2;31;1;5;0;0;0;;;1075
27;5;07.05.2024;2;31;35;43;29;146;5;14;4;59;5;33;28;1;3;21;2;2,8;2;30;0;5;0;0;0;;;1076
46;2;08.05.2024;14;38;29;28;27;142;2;1;1;22;1;29;26;3;3;17;2;2,5;1;26;1;5;0;0;1;;;1077
22;2;08.05.2024;4;38;27;29;27;142;2;1;1;22;1;29;26;3;3;21;2;2,4;1;27;1;5;0;0;0;;;1078
46;2;08.05.2024;14;38;29;28;27;117;2;0;1;33;2;27;30;2;3;26;3;2,8;2;25;0;5;0;0;1;;;1079
22;2;08.05.2024;4;38;27;29;27;117;2;12;4;33;2;27;30;2;3;23;2;2,7;2;27;1;5;0;0;0;;;1080
46;2;09.05.2024;14;38;29;28;28;199;2;23;5;49;4;24;30;-9;3;26;3;2,78;2;24;0;5;0;0;0;;;1081
46;2;09.05.2024;14;38;29;28;28;199;2;23;5;49;4;24;30;-9;3;26;3;2,78;2;24;0;5;0;0;0;;;1082
37;5;10.05.2024;7;31;46;31;1;35;7;14;4;34;2;32;32;2;3;20;2;2,75;2;19;0;5;0;0;0;;;1083
35;12;10.05.2024;23;58;25;34;2;35;7;14;4;34;2;32;30;2;3;20;2;2,75;2;19;0;5;0;0;0;;;1084
35;12;10.05.2024;23;58;25;34;2;38;7;2;2;23;1;30;30;-5;3;14;1;2,55;1;15;0;5;0;0;0;;;1085
28;2;14.05.2024;1;30;28;33;4;190;2;9;4;33;2;33;55;-5;3;21;2;2,5;1;33;1;5;0;0;0;;;1086
44;4;14.05.2024;12;51;35;32;30;19;4;13;4;35;2;40;70;-3;3;27;3;2,9;2;7;0;5;0;0;0;;;1087
27;5;15.05.2024;2;31;35;43;37;63;5;14;4;47;4;33;37;-19;2;20;2;3;2;23;0;5;0;0;0;;;1088
50;3;15.05.2024;8;45;43;34;9;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;1;0;5;0;0;0;;;1089
45;1;15.05.2024;21;44;28;31;1;101;3;2;2;40;3;31;28;12;4;14;1;2,4;1;1;0;5;0;0;0;;;1090
37;5;15.05.2024;7;31;46;31;6;35;7;14;4;34;2;32;30;2;3;20;2;2,75;2;24;0;5;0;0;0;;;1091
34;2;16.05.2024;18;41;30;29;8;19;4;14;4;35;2;40;70;-3;3;26;3;2,8;2;6;0;5;0;0;0;;;1092
34;2;16.05.2024;18;41;30;29;8;67;4;24;5;58;5;41;35;-1;3;27;3;3,8;4;32;1;5;0;0;0;;;1093
35;12;16.05.2024;23;58;25;34;8;47;7;12;4;55;4;30;32;-40;1;19;2;2,87;2;10;0;5;0;0;0;;;1094
35;12;16.05.2024;23;58;25;34;8;40;7;3;2;33;2;34;30;1;3;20;2;2,88;2;23;0;5;0;0;0;;;1095
32;8;16.05.2024;13;36;30;31;1;12;2;8;4;33;2;31;30;-7;3;20;2;2,5;1;6;0;5;0;0;0;;;1096
11;10;17.05.2024;15;40;30;31;3;162;3;13;4;50;4;31;30;-30;1;25,1;3;2,66;2;8;0;5;0;0;0;;;1097
45;1;17.05.2024;21;44;28;31;3;101;3;2;2;40;3;31;28;12;4;14;1;2,4;1;3;0;5;0;0;0;;;1098
50;3;17.05.2024;8;45;43;34;11;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;3;0;5;0;0;0;;;1099
3;4;18.05.2024;13;47;21;31;3;67;4;21;5;58;5;43;39;-1;3;30;3;3,5;3;34;1;5;0;0;0;;;1100
45;1;18.05.2024;21;44;28;31;4;67;4;24;5;59;5;41;35;-1;3;26;3;3,7;4;34;1;5;0;0;0;;;1101
3;4;18.05.2024;13;47;21;31;3;109;4;7;4;36;3;46;30;-19;2;23;2;2,45;1;10;0;5;0;0;0;;;1102
45;1;18.05.2024;21;44;28;31;4;109;4;7;4;36;3;29;45;-19;2;16;2;2,4;1;10;0;5;0;0;0;;;1103
25;6;19.05.2024;13;36;31;30;23;6;2;8;4;34;2;34;31;-29;2;27,7;3;2,373;1;28;1;5;0;0;0;;;1104
26;8;20.05.2024;19;44;28;33;6;161;1;13;4;45;3;31;46;-6;3;21;2;2,5;1;10;0;5;0;0;0;;;1105
25;6;21.05.2024;13;36;31;30;25;6;2;8;4;34;2;34;31;-29;2;27,7;3;2,373;1;30;1;5;0;0;0;;;1106
25;6;21.05.2024;13;36;31;30;25;2;2;20;5;56;5;30;70;-6;3;27,7;3;2,804;2;14;0;5;0;0;0;;;1107
23;5;24.05.2024;14;43;41;32;2;156;5;5;3;30;2;31;33;4;3;25;2;2,6;1;10;0;5;0;0;2;;;1108
34;2;25.05.2024;18;41;30;29;17;195;4;4;3;41;3;29;29;-27;2;28;3;2,8;2;16;0;5;0;0;0;;;1109
32;8;26.05.2024;13;36;30;31;11;122;2;2;2;28;2;29;30;6;3;20;2;2,4;1;16;0;5;0;0;0;;;1110
28;2;27.05.2024;1;30;28;33;17;187;1;9;4;37;3;44;44;-4;3;23;2;2,5;1;33;1;5;0;0;0;;;1111
3;4;28.05.2024;13;47;21;31;13;215;4;3;2;29;2;46;80;-19;2;24;2;2,6;1;4;0;5;0;0;0;;;1112
26;8;30.05.2024;19;44;28;33;16;211;2;19;5;43;3;28;31;-4;3;22;2;2,8;2;4;0;5;0;0;0;;;1113
11;10;30.05.2024;15;40;30;31;16;71;3;23;5;53;4;30;62;0;3;25;2;2,68;2;4;0;5;0;0;0;;;1114
3;4;30.05.2024;13;47;21;31;15;109;4;7;4;36;3;46;30;-19;2;23;2;2,45;1;22;0;5;0;0;0;;;1115
45;1;30.05.2024;21;44;28;31;16;109;4;7;4;36;3;29;45;-19;2;16;2;2,4;1;22;0;5;0;0;0;;;1116
52;6;31.05.2024;20;44;27;32;9;8;2;15;4;38;3;29;45;-7;3;24,7;2;2,446;1;7;0;5;0;0;0;;;1117
22;2;02.06.2024;4;38;30;29;3;142;2;1;1;22;1;29;26;3;3;21;2;2,4;1;1;0;6;0;0;0;;;1118
37;5;03.06.2024;7;31;46;31;25;35;7;14;4;34;2;32;30;2;3;20;2;2,75;2;12;0;6;0;0;0;;;1119
35;12;04.06.2024;23;58;25;34;29;206;7;18;5;41;3;33;28;-9;3;28;3;3,01;2;22;0;6;0;0;0;;;1120
28;2;05.06.2024;1;30;28;33;26;211;2;19;5;43;3;28;31;-4;3;22;2;2,8;2;10;0;6;0;0;0;;;1121
34;2;06.06.2024;18;41;30;29;28;211;2;19;5;43;3;28;31;-4;3;27;3;2,9;2;11;0;6;0;0;0;;;1122
52;6;06.06.2024;20;44;27;32;15;4;2;8;4;49;4;34;25;-51;1;24,7;2;2,616;2;13;0;6;0;0;0;;;1123
11;10;07.06.2024;15;40;30;31;23;96;3;13;4;30;2;33;37;-21;2;24;2;2,77;2;3;0;6;0;0;0;;;1124
52;6;08.06.2024;20;44;27;32;17;8;2;15;4;38;3;29;45;-7;3;24,7;2;2,446;1;15;0;6;0;0;0;;;1125
50;3;08.06.2024;8;45;43;34;33;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;26;1;6;1;0;0;;;1126
45;1;08.06.2024;21;44;28;31;25;101;3;2;2;40;3;31;28;12;4;14;1;2,4;1;23;0;6;0;0;0;;;1127
24;12;10.06.2024;11;33;52;37;2;35;7;14;4;34;2;31;30;2;3;20;2;2,75;2;19;0;6;0;0;0;;;1128
26;8;10.06.2024;19;44;28;33;27;19;4;14;4;35;2;38;70;-3;3;26;3;2,9;2;34;1;6;0;0;0;;;1129
26;8;10.06.2024;19;44;28;33;27;85;4;7;4;35;2;42;61;-8;3;20;2;2,8;2;30;1;6;0;0;0;;;1130
26;8;10.06.2024;19;44;28;33;27;161;1;13;4;45;3;31;46;-6;3;21;2;2,5;1;31;1;6;0;0;0;;;1131
26;8;10.06.2024;19;44;28;33;27;19;4;14;4;35;2;42;61;-3;3;26;3;2,9;2;34;1;6;0;0;0;;;1132
26;8;10.06.2024;19;44;28;33;27;85;4;7;4;35;2;31;46;-8;3;20;2;2,8;2;30;1;6;0;0;1;;;1133
26;8;10.06.2024;19;44;28;33;27;161;1;13;4;45;3;31;46;-6;3;21;2;2,5;1;31;1;6;0;0;0;;;1134
3;4;10.06.2024;13;47;21;31;26;109;4;7;4;36;3;46;30;-19;2;23;2;2,45;1;33;1;6;0;0;0;;;1135
45;1;10.06.2024;21;44;28;31;27;109;4;7;4;36;3;29;45;-19;2;16;2;2,4;1;32;1;6;0;0;0;;;1136
23;5;10.06.2024;14;43;41;32;18;156;5;5;3;30;2;31;33;4;3;25;2;2,6;1;27;1;6;0;0;2;;;1137
21;3;10.06.2024;8;38;31;30;3;96;3;13;4;30;2;33;37;-21;2;24;2;2,77;2;6;0;6;0;0;0;;;1138
46;2;12.06.2024;14;38;29;30;3;117;2;0;1;33;2;29;32;2;3;26;3;2,8;2;1;0;6;0;0;0;;;1139
40;5;13.06.2024;22;56;28;33;5;40;7;3;2;34;2;33;32;1;3;20;2;2,88;2;4;0;6;0;0;0;;;1140
23;5;13.06.2024;14;43;41;32;21;156;5;5;3;30;2;31;33;4;3;25;2;2,6;1;30;1;6;0;0;0;;;1141
23;5;13.06.2024;14;43;41;32;21;156;5;5;3;30;2;31;33;4;3;25;2;2,6;1;30;1;6;0;0;0;;;1142
11;10;13.06.2024;15;40;30;31;30;129;3;2;2;35;2;32;29;-13;2;14,88;1;2,62;2;17;0;6;0;1;0;;;1143
44;4;15.06.2024;12;51;29;32;1;85;4;7;4;34;2;35;61;-8;3;26;3;2,65;2;35;1;6;0;0;0;;;1144
44;4;15.06.2024;12;51;29;32;1;215;4;3;2;29;2;46;80;-19;2;24;2;2,6;1;22;0;6;0;0;0;;;1145
46;2;16.06.2024;14;38;29;30;7;199;2;23;5;49;4;29;35;-9;3;26;3;2,78;2;1;0;6;0;0;0;;;1146
31;7;16.06.2024;15;39;27;33;3;199;2;23;5;49;4;29;35;-9;3;26;3;2,78;2;1;0;6;0;0;0;;;1147
13;1;17.06.2024;15;41;25;39;32;109;4;7;4;36;3;29;45;-19;2;16;2;2,4;1;40;1;6;1;0;0;;;1148
52;6;18.06.2024;20;44;27;32;27;8;2;15;4;38;3;29;45;-7;3;24,7;2;2,446;1;25;1;6;0;0;0;;;1149
22;2;19.06.2024;4;38;30;29;20;11;1;14;4;61;5;34;61;-8;3;23;2;2,5;1;10;0;6;0;0;0;;;1150
13;1;19.06.2024;15;41;25;39;35;11;1;13;4;61;5;34;61;-8;3;23;2;2,4;1;8;0;6;0;0;0;;;1151
21;3;19.06.2024;8;38;31;30;12;160;3;23;5;55;4;33;28;-30;1;26;3;2,81;2;12;0;6;0;0;0;;;1152
52;6;21.06.2024;20;44;27;32;30;4;2;8;4;49;4;34;25;-51;1;24,7;2;2,616;2;28;1;6;0;0;0;;;1153
22;2;24.06.2024;4;38;30;29;25;102;4;3;2;35;2;33;41;-10;3;20;2;2,5;1;2;0;6;0;0;0;;;1154
25;6;25.06.2024;13;36;31;30;2;4;2;8;4;49;4;34;25;-51;1;24,7;2;2,616;2;32;1;6;0;0;4;;;1155
46;2;25.06.2024;14;38;29;30;16;199;2;23;5;49;4;29;35;-9;3;26;3;2,78;2;14;0;6;0;0;0;;;1156
25;6;26.06.2024;13;36;31;30;3;9;2;14;4;61;5;28;31;1;3;29,4;3;2,905;2;16;0;6;0;0;2;;;1157
25;6;26.06.2024;13;36;31;30;3;3;2;12;4;34;2;30;46;8;3;27,7;3;2,428;1;16;0;6;0;0;6;;;1158
25;6;27.06.2024;13;36;31;30;4;5;2;16;5;37;3;28;31;-16;2;27,7;3;2,7;2;2;0;6;0;0;1;;;1159
27;5;27.06.2024;2;31;31;28;4;146;5;14;4;59;5;46;28;1;3;16;2;2,8;2;20;0;6;0;0;0;;;1160
27;5;27.06.2024;2;31;31;28;4;63;5;14;4;47;4;29;30;-19;2;17;2;2,8;2;1;0;6;0;0;0;;;1161
46;2;27.06.2024;14;38;29;30;17;117;2;0;1;33;2;29;32;2;3;26;3;2,8;2;16;0;6;1;0;0;;;1162
21;3;27.06.2024;8;38;31;30;20;96;3;13;4;30;2;33;37;-21;2;24;2;2,77;2;23;0;6;0;0;0;;;1163
21;3;29.06.2024;8;38;31;30;22;160;3;23;5;55;4;33;28;-30;1;26;3;2,81;2;22;0;6;0;0;0;;;1164
40;5;30.06.2024;22;56;28;33;22;206;7;18;5;41;3;33;28;-9;3;28;3;3,01;2;9;0;6;0;0;0;;;1165
21;3;02.07.2024;8;38;31;30;25;96;3;13;4;30;2;33;37;-21;2;24;2;2,77;2;28;1;7;0;0;0;;;1166
