ФИО_аудитора_ПАБ;Должность_(профессия)_аудитора_ПАБ;Дата_проведения_ПАБ;Стаж_аудитора_ПАБ;Возраст_аудитора_ПАБ;Продолжительность_междувахтового_отдыха_аудитора_ПАБ;Продолжительность_вахты аудитора_ПАБ;Время_на_вахте_аудитора_ПАБ;ФИО_работника;Профессия_работника;Стаж_работника;Стаж_категории;Возраст_работника;Возраст_категории;Продолжительность_вахты;Продолжительность_междувахтового_отдыха;Балл_анкетирования;Балл_категории;Индекс_массы_тела;Индекс_категории;Адаптационный_потенциал;Адаптационный_потенциал_категории;Нахождение_на_рабочей_вахте;Физическое_утомление;Месяц_ПАБ;Переход_из_ночной_смены;Выход_после_праздника;Выявленные_опасные_действия
40;5;10.04.2024;22;56;41;47;18;35;7;14;4;34;2;32;30;2;3;20;2;2,75;2;19;0;4;0;0;0
1;11;12.04.2024;14;41;54;48;33;154;4;10;4;39;3;30;30;1;3;26;3;2,6;1;4;0;4;0;0;0
24;12;13.04.2024;11;33;47;31;29;77;7;21;5;42;3;29;31;-29;2;19;2;2,85;2;16;0;4;0;0;0
22;2;14.04.2024;4;38;27;29;3;142;2;1;1;22;1;29;26;3;3;21;2;2,4;1;3;0;4;0;0;0
1;11;14.04.2024;14;41;54;48;35;102;4;3;2;35;2;35;51;-10;3;24,5;2;2,5;1;7;0;4;0;0;0
40;5;15.04.2024;22;56;41;47;23;38;7;2;2;23;1;30;30;-5;3;14;1;2,55;1;20;0;4;0;0;0
21;3;15.04.2024;8;38;44;46;24;38;7;2;2;23;1;32;29;-5;3;14;1;2,45;1;2;0;4;0;0;0
46;2;15.04.2024;14;38;29;28;6;117;2;0;1;33;2;27;30;2;3;26;3;2,8;2;4;0;4;0;0;0
40;5;15.04.2024;22;56;41;47;23;38;7;2;2;23;1;30;30;-5;3;14;1;2,55;1;30;1;4;0;0;0
21;3;15.04.2024;8;38;44;46;24;160;3;23;5;55;4;31;28;-30;1;26;3;2,81;2;8;0;4;0;0;0
40;5;16.04.2024;22;56;41;47;24;141;7;20;5;51;4;34;32;-30;1;19;2;2,95;2;10;0;4;0;0;0
46;2;17.04.2024;14;38;29;28;8;199;2;23;5;49;4;24;31;-9;3;26;3;2,78;2;2;0;4;0;0;0
13;1;17.04.2024;15;41;25;29;27;92;4;11;4;38;3;44;54;-5;3;20;2;1,9;1;39;1;4;0;0;0
3;4;18.04.2024;13;47;45;46;28;70;4;11;4;36;3;30;60;-6;3;26;3;2,5;1;3;0;4;0;0;0
44;4;19.04.2024;12;51;35;32;5;67;4;21;5;58;5;43;39;-1;3;30;3;3,5;3;5;0;4;0;0;0
52;6;20.04.2024;20;44;41;32;28;4;2;8;4;49;4;34;27;-51;1;24,7;2;2,616;2;27;1;4;0;0;0
52;6;20.04.2024;20;44;41;32;28;1;2;1;1;44;3;42;47;1;3;27,7;3;2,568;1;38;1;4;0;0;0
21;3;22.04.2024;8;38;44;46;31;96;3;13;4;30;2;31;48;-21;2;24;2;2,77;2;27;1;4;0;0;0
31;7;22.04.2024;15;39;31;32;9;96;3;11;4;30;2;31;48;-21;2;21;2;2,7;2;27;1;4;0;0;1
40;5;23.04.2024;22;56;41;47;32;141;7;20;5;52;4;34;32;-30;1;19;2;2,8;2;17;0;4;0;0;0
27;5;23.04.2024;2;31;35;43;15;146;5;14;4;59;5;33;28;1;3;16;2;2,7;2;15;0;4;0;0;1
31;7;23.04.2024;15;39;31;32;10;146;5;20;5;59;5;33;26;1;3;24;2;3;2;16;0;4;1;0;1
22;2;24.04.2024;4;38;27;29;13;184;1;6;4;33;2;27;57;-6;3;23;2;2,5;1;18;0;4;0;0;0
27;5;27.04.2024;2;31;35;43;19;63;5;14;4;47;4;33;37;-19;2;18;2;2,9;2;5;0;4;0;0;0
25;6;27.04.2024;13;36;31;30;4;9;2;14;4;61;5;28;31;1;3;29,4;3;2,905;2;17;0;4;0;0;0
27;5;29.04.2024;2;31;35;43;21;37;5;1;1;41;3;29;29;-5;3;25;2;0,9;1;4;0;4;0;0;0
46;2;30.04.2024;14;38;29;28;20;117;2;0;1;33;2;27;30;2;3;26;3;2,8;2;17;0;4;0;0;1
46;2;01.05.2024;14;38;29;28;21;199;2;23;5;49;4;24;31;-9;3;26;3;2,78;2;16;0;5;1;0;0
27;5;02.05.2024;2;31;35;43;24;146;5;14;4;59;5;33;28;1;3;20;2;2,8;2;25;0;5;0;1;0
21;3;02.05.2024;8;38;44;46;41;160;3;23;5;55;4;31;28;-30;1;26;3;2,81;2;24;0;5;0;0;0
40;5;02.05.2024;22;56;41;47;40;205;7;6;4;30;2;34;28;-10;3;20;2;2,76;2;11;0;5;0;0;0
21;3;03.05.2024;8;38;44;46;42;160;3;23;5;55;4;31;28;-30;1;26;3;2,81;2;25;1;5;1;0;0
31;7;03.05.2024;15;39;31;32;20;159;3;22;5;54;4;31;28;-30;1;26;3;2,81;2;25;0;5;1;0;1
27;5;03.05.2024;2;31;35;43;25;63;5;14;4;47;4;33;37;-19;2;19;2;2,7;2;11;0;5;0;1;0
31;7;03.05.2024;15;39;31;32;20;58;5;13;4;47;4;33;37;-19;2;15;1;2,6;1;11;0;5;0;0;0
27;5;03.05.2024;2;31;35;43;25;146;5;14;4;59;5;33;28;1;3;20;2;2,6;1;26;0;5;0;0;0
31;7;03.05.2024;15;39;31;32;20;146;5;20;5;59;5;33;26;1;3;24;2;3;2;23;0;5;0;0;0
44;4;06.05.2024;12;51;35;32;22;67;4;21;5;58;5;43;39;-1;3;30;3;3,5;3;22;0;5;0;0;0
31;7;06.05.2024;15;39;31;32;23;67;4;21;5;58;5;41;35;-1;3;27;3;3,8;4;21;0;5;0;0;0
40;5;07.05.2024;22;56;41;47;45;40;7;3;2;33;2;34;30;1;3;20;2;2,88;2;31;1;5;0;0;0
27;5;07.05.2024;2;31;35;43;29;146;5;14;4;59;5;33;28;1;3;21;2;2,8;2;30;0;5;0;0;0
46;2;08.05.2024;14;38;29;28;27;142;2;1;1;22;1;29;26;3;3;17;2;2,5;1;26;1;5;0;0;1
22;2;08.05.2024;4;38;27;29;27;142;2;1;1;22;1;29;26;3;3;21;2;2,4;1;27;1;5;0;0;0
46;2;08.05.2024;14;38;29;28;27;117;2;0;1;33;2;27;30;2;3;26;3;2,8;2;25;0;5;0;0;1
22;2;08.05.2024;4;38;27;29;27;117;2;12;4;33;2;27;30;2;3;23;2;2,7;2;27;1;5;0;0;0
46;2;09.05.2024;14;38;29;28;28;199;2;23;5;49;4;24;30;-9;3;26;3;2,78;2;24;0;5;0;0;0
46;2;09.05.2024;14;38;29;28;28;199;2;23;5;49;4;24;30;-9;3;26;3;2,78;2;24;0;5;0;0;0
37;5;10.05.2024;7;31;46;31;1;35;7;14;4;34;2;32;32;2;3;20;2;2,75;2;19;0;5;0;0;0
35;12;10.05.2024;23;58;25;34;2;35;7;14;4;34;2;32;30;2;3;20;2;2,75;2;19;0;5;0;0;0
35;12;10.05.2024;23;58;25;34;2;38;7;2;2;23;1;30;30;-5;3;14;1;2,55;1;15;0;5;0;0;0
28;2;14.05.2024;1;30;28;33;4;190;2;9;4;33;2;33;55;-5;3;21;2;2,5;1;33;1;5;0;0;0
44;4;14.05.2024;12;51;35;32;30;19;4;13;4;35;2;40;70;-3;3;27;3;2,9;2;7;0;5;0;0;0
27;5;15.05.2024;2;31;35;43;37;63;5;14;4;47;4;33;37;-19;2;20;2;3;2;23;0;5;0;0;0
50;3;15.05.2024;8;45;43;34;9;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;1;0;5;0;0;0
45;1;15.05.2024;21;44;28;31;1;101;3;2;2;40;3;31;28;12;4;14;1;2,4;1;1;0;5;0;0;0
37;5;15.05.2024;7;31;46;31;6;35;7;14;4;34;2;32;30;2;3;20;2;2,75;2;24;0;5;0;0;0
34;2;16.05.2024;18;41;30;29;8;19;4;14;4;35;2;40;70;-3;3;26;3;2,8;2;6;0;5;0;0;0
34;2;16.05.2024;18;41;30;29;8;67;4;24;5;58;5;41;35;-1;3;27;3;3,8;4;32;1;5;0;0;0
35;12;16.05.2024;23;58;25;34;8;47;7;12;4;55;4;30;32;-40;1;19;2;2,87;2;10;0;5;0;0;0
35;12;16.05.2024;23;58;25;34;8;40;7;3;2;33;2;34;30;1;3;20;2;2,88;2;23;0;5;0;0;0
32;8;16.05.2024;13;36;30;31;1;12;2;8;4;33;2;31;30;-7;3;20;2;2,5;1;6;0;5;0;0;0
11;10;17.05.2024;15;40;30;31;3;162;3;13;4;50;4;31;30;-30;1;25,1;3;2,66;2;8;0;5;0;0;0
45;1;17.05.2024;21;44;28;31;3;101;3;2;2;40;3;31;28;12;4;14;1;2,4;1;3;0;5;0;0;0
50;3;17.05.2024;8;45;43;34;11;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;3;0;5;0;0;0
3;4;18.05.2024;13;47;21;31;3;67;4;21;5;58;5;43;39;-1;3;30;3;3,5;3;34;1;5;0;0;0
45;1;18.05.2024;21;44;28;31;4;67;4;24;5;59;5;41;35;-1;3;26;3;3,7;4;34;1;5;0;0;0
3;4;18.05.2024;13;47;21;31;3;109;4;7;4;36;3;46;30;-19;2;23;2;2,45;1;10;0;5;0;0;0
45;1;18.05.2024;21;44;28;31;4;109;4;7;4;36;3;29;45;-19;2;16;2;2,4;1;10;0;5;0;0;0
25;6;19.05.2024;13;36;31;30;23;6;2;8;4;34;2;34;31;-29;2;27,7;3;2,373;1;28;1;5;0;0;0
26;8;20.05.2024;19;44;28;33;6;161;1;13;4;45;3;31;46;-6;3;21;2;2,5;1;10;0;5;0;0;0
25;6;21.05.2024;13;36;31;30;25;6;2;8;4;34;2;34;31;-29;2;27,7;3;2,373;1;30;1;5;0;0;0
25;6;21.05.2024;13;36;31;30;25;2;2;20;5;56;5;30;70;-6;3;27,7;3;2,804;2;14;0;5;0;0;0
23;5;24.05.2024;14;43;41;32;2;156;5;5;3;30;2;31;33;4;3;25;2;2,6;1;10;0;5;0;0;1
34;2;25.05.2024;18;41;30;29;17;195;4;4;3;41;3;29;29;-27;2;28;3;2,8;2;16;0;5;0;0;0
32;8;26.05.2024;13;36;30;31;11;122;2;2;2;28;2;29;30;6;3;20;2;2,4;1;16;0;5;0;0;0
28;2;27.05.2024;1;30;28;33;17;187;1;9;4;37;3;44;44;-4;3;23;2;2,5;1;33;1;5;0;0;0
3;4;28.05.2024;13;47;21;31;13;215;4;3;2;29;2;46;80;-19;2;24;2;2,6;1;4;0;5;0;0;0
26;8;30.05.2024;19;44;28;33;16;211;2;19;5;43;3;28;31;-4;3;22;2;2,8;2;4;0;5;0;0;0
11;10;30.05.2024;15;40;30;31;16;71;3;23;5;53;4;30;62;0;3;25;2;2,68;2;4;0;5;0;0;0
3;4;30.05.2024;13;47;21;31;15;109;4;7;4;36;3;46;30;-19;2;23;2;2,45;1;22;0;5;0;0;0
45;1;30.05.2024;21;44;28;31;16;109;4;7;4;36;3;29;45;-19;2;16;2;2,4;1;22;0;5;0;0;0
52;6;31.05.2024;20;44;27;32;9;8;2;15;4;38;3;29;45;-7;3;24,7;2;2,446;1;7;0;5;0;0;0
22;2;02.06.2024;4;38;30;29;3;142;2;1;1;22;1;29;26;3;3;21;2;2,4;1;1;0;6;0;0;0
37;5;03.06.2024;7;31;46;31;25;35;7;14;4;34;2;32;30;2;3;20;2;2,75;2;12;0;6;0;0;0
35;12;04.06.2024;23;58;25;34;29;206;7;18;5;41;3;33;28;-9;3;28;3;3,01;2;22;0;6;0;0;0
28;2;05.06.2024;1;30;28;33;26;211;2;19;5;43;3;28;31;-4;3;22;2;2,8;2;10;0;6;0;0;0
34;2;06.06.2024;18;41;30;29;28;211;2;19;5;43;3;28;31;-4;3;27;3;2,9;2;11;0;6;0;0;0
52;6;06.06.2024;20;44;27;32;15;4;2;8;4;49;4;34;25;-51;1;24,7;2;2,616;2;13;0;6;0;0;0
11;10;07.06.2024;15;40;30;31;23;96;3;13;4;30;2;33;37;-21;2;24;2;2,77;2;3;0;6;0;0;0
52;6;08.06.2024;20;44;27;32;17;8;2;15;4;38;3;29;45;-7;3;24,7;2;2,446;1;15;0;6;0;0;0
50;3;08.06.2024;8;45;43;34;33;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;26;1;6;1;0;0
45;1;08.06.2024;21;44;28;31;25;101;3;2;2;40;3;31;28;12;4;14;1;2,4;1;23;0;6;0;0;0
24;12;10.06.2024;11;33;52;37;2;35;7;14;4;34;2;31;30;2;3;20;2;2,75;2;19;0;6;0;0;0
26;8;10.06.2024;19;44;28;33;27;19;4;14;4;35;2;38;70;-3;3;26;3;2,9;2;34;1;6;0;0;0
26;8;10.06.2024;19;44;28;33;27;85;4;7;4;35;2;42;61;-8;3;20;2;2,8;2;30;1;6;0;0;0
26;8;10.06.2024;19;44;28;33;27;161;1;13;4;45;3;31;46;-6;3;21;2;2,5;1;31;1;6;0;0;0
26;8;10.06.2024;19;44;28;33;27;19;4;14;4;35;2;42;61;-3;3;26;3;2,9;2;34;1;6;0;0;0
26;8;10.06.2024;19;44;28;33;27;85;4;7;4;35;2;31;46;-8;3;20;2;2,8;2;30;1;6;0;0;1
26;8;10.06.2024;19;44;28;33;27;161;1;13;4;45;3;31;46;-6;3;21;2;2,5;1;31;1;6;0;0;0
3;4;10.06.2024;13;47;21;31;26;109;4;7;4;36;3;46;30;-19;2;23;2;2,45;1;33;1;6;0;0;0
45;1;10.06.2024;21;44;28;31;27;109;4;7;4;36;3;29;45;-19;2;16;2;2,4;1;32;1;6;0;0;0
23;5;10.06.2024;14;43;41;32;18;156;5;5;3;30;2;31;33;4;3;25;2;2,6;1;27;1;6;0;0;1
21;3;10.06.2024;8;38;31;30;3;96;3;13;4;30;2;33;37;-21;2;24;2;2,77;2;6;0;6;0;0;0
46;2;12.06.2024;14;38;29;30;3;117;2;0;1;33;2;29;32;2;3;26;3;2,8;2;1;0;6;0;0;0
40;5;13.06.2024;22;56;28;33;5;40;7;3;2;34;2;33;32;1;3;20;2;2,88;2;4;0;6;0;0;0
23;5;13.06.2024;14;43;41;32;21;156;5;5;3;30;2;31;33;4;3;25;2;2,6;1;30;1;6;0;0;0
23;5;13.06.2024;14;43;41;32;21;156;5;5;3;30;2;31;33;4;3;25;2;2,6;1;30;1;6;0;0;0
11;10;13.06.2024;15;40;30;31;30;129;3;2;2;35;2;32;29;-13;2;14,88;1;2,62;2;17;0;6;0;1;0
44;4;15.06.2024;12;51;29;32;1;85;4;7;4;34;2;35;61;-8;3;26;3;2,65;2;35;1;6;0;0;0
44;4;15.06.2024;12;51;29;32;1;215;4;3;2;29;2;46;80;-19;2;24;2;2,6;1;22;0;6;0;0;0
46;2;16.06.2024;14;38;29;30;7;199;2;23;5;49;4;29;35;-9;3;26;3;2,78;2;1;0;6;0;0;0
31;7;16.06.2024;15;39;27;33;3;199;2;23;5;49;4;29;35;-9;3;26;3;2,78;2;1;0;6;0;0;0
13;1;17.06.2024;15;41;25;39;32;109;4;7;4;36;3;29;45;-19;2;16;2;2,4;1;40;1;6;1;0;0
52;6;18.06.2024;20;44;27;32;27;8;2;15;4;38;3;29;45;-7;3;24,7;2;2,446;1;25;1;6;0;0;0
22;2;19.06.2024;4;38;30;29;20;11;1;14;4;61;5;34;61;-8;3;23;2;2,5;1;10;0;6;0;0;0
13;1;19.06.2024;15;41;25;39;35;11;1;13;4;61;5;34;61;-8;3;23;2;2,4;1;8;0;6;0;0;0
21;3;19.06.2024;8;38;31;30;12;160;3;23;5;55;4;33;28;-30;1;26;3;2,81;2;12;0;6;0;0;0
52;6;21.06.2024;20;44;27;32;30;4;2;8;4;49;4;34;25;-51;1;24,7;2;2,616;2;28;1;6;0;0;0
22;2;24.06.2024;4;38;30;29;25;102;4;3;2;35;2;33;41;-10;3;20;2;2,5;1;2;0;6;0;0;0
25;6;25.06.2024;13;36;31;30;2;4;2;8;4;49;4;34;25;-51;1;24,7;2;2,616;2;32;1;6;0;0;1
46;2;25.06.2024;14;38;29;30;16;199;2;23;5;49;4;29;35;-9;3;26;3;2,78;2;14;0;6;0;0;0
25;6;26.06.2024;13;36;31;30;3;9;2;14;4;61;5;28;31;1;3;29,4;3;2,905;2;16;0;6;0;0;1
25;6;26.06.2024;13;36;31;30;3;3;2;12;4;34;2;30;46;8;3;27,7;3;2,428;1;16;0;6;0;0;1
25;6;27.06.2024;13;36;31;30;4;5;2;16;5;37;3;28;31;-16;2;27,7;3;2,7;2;2;0;6;0;0;1
27;5;27.06.2024;2;31;31;28;4;146;5;14;4;59;5;46;28;1;3;16;2;2,8;2;20;0;6;0;0;0
27;5;27.06.2024;2;31;31;28;4;63;5;14;4;47;4;29;30;-19;2;17;2;2,8;2;1;0;6;0;0;0
46;2;27.06.2024;14;38;29;30;17;117;2;0;1;33;2;29;32;2;3;26;3;2,8;2;16;0;6;1;0;0
21;3;27.06.2024;8;38;31;30;20;96;3;13;4;30;2;33;37;-21;2;24;2;2,77;2;23;0;6;0;0;0
21;3;29.06.2024;8;38;31;30;22;160;3;23;5;55;4;33;28;-30;1;26;3;2,81;2;22;0;6;0;0;0
40;5;30.06.2024;22;56;28;33;22;206;7;18;5;41;3;33;28;-9;3;28;3;3,01;2;9;0;6;0;0;0
21;3;02.07.2024;8;38;31;30;25;96;3;13;4;30;2;33;37;-21;2;24;2;2,77;2;28;1;7;0;0;0
40;5;05.07.2024;22;56;28;33;27;206;7;18;5;41;3;33;28;-9;3;28;3;3,01;2;15;0;7;0;0;0
44;4;06.07.2024;12;51;29;32;22;215;4;3;2;29;2;46;80;-19;2;24;2;2,6;1;43;1;7;0;0;0
21;3;06.07.2024;8;38;31;30;29;160;3;23;5;55;4;33;28;-30;1;26;3;2,81;2;29;1;7;0;0;0
27;5;07.07.2024;2;31;31;28;14;63;5;14;4;47;4;29;30;-19;2;18;2;2,6;1;11;0;7;0;0;0
22;2;08.07.2024;4;38;30;29;29;190;2;9;4;33;2;31;37;-5;3;21;2;2,5;1;16;0;7;0;0;0
44;4;08.07.2024;12;51;29;32;24;14;4;14;4;40;3;36;71;-4;3;26;3;2,65;2;1;0;7;0;0;0
46;2;08.07.2024;14;38;29;30;29;117;2;0;1;33;2;29;32;2;3;26;3;2,8;2;27;0;7;0;0;0
37;5;09.07.2024;7;31;30;31;1;35;7;14;4;34;2;31;28;2;3;20;2;2,75;2;28;1;7;0;0;0
46;2;09.07.2024;14;38;29;30;30;199;2;23;5;49;4;29;35;-9;3;26;3;2,78;2;23;0;7;0;0;0
50;3;10.07.2024;8;45;27;34;3;168;3;8;4;40;3;35;30;2;3;26;3;2,54;1;30;1;7;0;0;0
31;7;10.07.2024;15;39;27;33;28;117;2;0;1;33;2;29;32;2;3;26;3;2,8;2;29;1;7;0;0;0
28;2;11.07.2024;1;30;28;33;1;11;1;14;4;61;5;34;61;-8;3;23;2;2,6;1;32;1;7;0;0;0
27;5;12.07.2024;2;31;31;28;19;146;5;14;4;59;5;46;28;1;3;19;2;2,7;2;35;0;7;0;0;0
28;2;13.07.2024;1;30;28;33;3;12;2;8;4;33;2;31;30;-7;3;20;2;2,5;1;2;0;7;0;0;0
37;5;14.07.2024;7;31;30;31;5;141;7;20;5;52;4;36;41;-30;1;19;2;2,95;2;7;0;7;0;0;0
27;5;15.07.2024;2;31;31;28;22;177;5;14;4;44;3;27;32;-5;3;25;2;2,8;2;19;0;7;0;0;1
1;11;15.07.2024;14;41;71;36;8;82;4;21;5;56;5;46;76;-13;2;26,5;3;2,8;2;21;0;7;0;0;0
37;5;16.07.2024;7;31;30;31;7;75;7;8;4;37;3;33;30;-20;2;19;2;2,67;2;11;0;7;0;0;0
50;3;16.07.2024;8;45;27;34;9;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;2;0;7;0;0;0
1;11;16.07.2024;14;41;71;36;9;70;4;11;4;37;3;46;55;-6;3;26;3;2,5;1;7;0;7;0;0;0
3;4;16.07.2024;13;47;30;31;1;67;4;21;5;58;5;44;48;-1;3;30;3;3,5;3;2;0;7;0;0;0
50;3;17.07.2024;8;45;27;34;10;89;3;14;4;47;4;30;31;-9;3;25;2;2,75;2;22;0;7;0;0;0
3;4;17.07.2024;13;47;30;31;2;82;4;21;5;56;5;48;76;-13;2;26,5;3;2,9;2;23;0;7;0;0;0
27;5;18.07.2024;2;31;31;28;25;63;5;14;4;47;4;29;30;-19;2;20;2;3;2;22;0;7;0;0;0
27;5;18.07.2024;2;31;31;28;25;146;5;14;4;59;5;46;28;1;3;22;2;2,7;2;41;1;7;0;0;0
28;2;18.07.2024;1;30;28;33;8;33;2;12;4;35;2;44;46;1;3;28;3;2,8;2;25;1;7;1;0;0
32;8;18.07.2024;13;36;30;31;3;33;2;12;4;35;2;44;46;1;3;28;3;2,8;2;25;1;7;1;0;0
32;8;18.07.2024;13;36;30;31;3;190;2;9;4;33;2;31;37;-5;3;21;2;2,5;1;26;0;7;0;0;0
25;6;19.07.2024;13;36;31;30;27;7;2;31;6;59;5;44;46;-6;3;27,7;3;3,05;2;10;0;7;0;0;1
34;2;20.07.2024;18;41;29;29;11;120;2;16;5;37;3;28;31;-16;2;14;1;2,5;1;28;1;6;0;0;0
1;11;20.07.2024;14;41;71;36;13;33;4;11;4;35;2;46;46;1;3;26;3;2,6;1;27;1;7;0;0;0
27;5;20.07.2024;2;30;31;28;27;46;5;3;2;44;3;42;64;-5;3;24;2;2,7;2;7;0;7;0;0;1
48;2;20.07.2024;1;34;32;42;9;122;2;2;2;29;2;29;30;6;3;20;2;2,4;1;10;0;7;0;0;0
37;5;20.07.2024;7;31;30;31;11;77;7;21;5;43;3;31;29;-29;2;19;2;2,85;2;9;0;7;0;0;0
37;5;20.07.2024;7;31;30;31;11;77;7;21;5;43;3;31;28;-29;2;19;2;2,85;2;9;0;7;0;0;0
32;8;22.07.2024;13;36;30;31;7;33;2;12;4;35;2;44;46;1;3;28;3;2,8;2;29;1;7;0;0;0
32;8;22.07.2024;13;36;30;31;7;102;4;3;2;35;2;33;41;-10;3;20;2;2,5;1;30;1;7;0;0;0
52;6;24.07.2024;20;44;27;32;2;8;2;15;4;38;3;29;30;-7;3;24,7;2;2,446;1;1;0;7;0;0;0
3;4;25.07.2024;13;47;30;31;10;109;4;7;4;36;3;31;30;-19;2;23;2;2,45;1;2;0;7;0;0;0
52;6;25.07.2024;20;44;27;32;3;72;2;1;1;44;3;29;76;1;3;27,7;3;2,568;1;15;0;7;0;0;0
52;6;26.07.2024;20;44;27;32;4;8;2;15;4;38;3;29;30;-7;3;24,7;2;2,446;1;2;0;7;0;0;0
23;5;26.07.2024;14;43;27;32;4;156;5;5;3;30;2;34;37;4;3;25;2;2,6;1;4;0;7;0;0;0
34;2;26.07.2024;18;41;29;29;16;82;4;31;6;57;5;44;76;0;3;26;3;2,7;2;22;0;7;0;0;0
52;6;27.07.2024;20;44;27;32;5;7;2;31;6;59;5;44;46;-6;3;27,7;3;2,833;2;18;0;7;0;0;0
48;2;27.07.2024;1;34;32;42;16;33;2;12;4;35;2;44;46;1;3;28;3;2,8;2;34;1;7;0;0;0
50;3;28.07.2024;8;45;27;34;22;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;14;0;7;0;0;0
37;5;28.07.2024;7;31;30;31;20;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;14;0;7;0;0;0
3;4;29.07.2024;13;47;30;31;14;67;4;21;5;58;5;44;48;-1;3;30;3;3,5;3;15;0;7;0;0;0
50;3;30.07.2024;8;45;27;34;24;116;3;16;5;57;5;46;55;-43;1;25,5;3;2,88;2;22;0;7;0;0;0
50;3;30.07.2024;8;45;27;34;24;162;3;13;4;50;4;34;36;-30;1;25,1;3;2,66;2;15;0;7;0;0;0
23;5;31.07.2024;14;43;27;32;8;125;5;14;4;38;3;30;30;5;3;15;1;2,6;1;5;0;7;0;0;0
45;1;31.07.2024;21;44;28;42;17;33;2;12;4;35;2;44;46;1;3;26;3;2,8;2;40;1;7;0;0;0
23;5;01.08.2024;14;43;27;32;9;156;5;5;3;30;2;34;37;4;3;25;2;2,6;1;13;0;8;0;0;1
23;5;01.08.2024;14;43;27;32;9;182;5;1;1;32;2;28;31;-5;3;25;2;2,6;1;6;0;8;0;0;1
28;2;02.08.2024;1;30;28;33;23;187;1;9;4;38;3;29;30;-4;3;23;2;2,5;1;24;0;8;0;0;0
37;5;02.08.2024;7;31;30;31;24;141;7;20;5;52;4;36;41;-30;1;19;2;2,95;2;27;1;8;0;0;0
37;5;02.08.2024;7;31;30;31;24;141;7;20;5;52;4;36;41;-30;1;19;2;2,95;2;27;1;8;0;0;0
37;5;02.08.2024;7;31;30;31;24;75;7;8;4;37;3;33;30;-20;2;19;2;2,67;2;25;1;8;0;0;0
23;5;02.08.2024;14;43;27;32;10;136;5;14;4;40;3;34;26;-9;3;15;1;2,6;1;26;1;8;0;0;0
34;2;02.08.2024;18;42;30;31;25;196;4;4;3;42;3;29;30;-27;2;28;3;2,9;2;33;1;8;0;0;0
50;3;08.08.2024;8;45;27;34;33;160;3;23;5;55;4;34;28;-30;1;26;3;2,81;2;1;0;8;0;0;0
50;3;08.08.2024;8;45;27;34;33;101;3;1;1;35;2;33;28;12;4;14,9;1;2,59;1;26;1;8;0;0;0
40;5;08.08.2024;22;56;28;36;1;47;7;12;4;55;4;30;32;-40;1;19;2;2,87;2;4;0;8;0;0;0
23;5;09.08.2024;14;43;27;32;17;156;5;5;3;30;2;34;37;4;3;25;2;2,6;1;18;0;8;0;0;1
52;6;10.08.2024;20;44;27;32;19;8;2;15;4;39;3;29;30;-7;3;24,7;2;2,446;1;17;0;8;0;0;0
48;2;11.08.2024;1;34;32;42;31;166;2;13;4;36;3;29;30;-7;3;21;2;2,5;1;27;1;8;0;0;0
3;4;12.08.2024;13;47;30;31;28;109;4;7;4;36;3;31;30;-19;2;23;2;2,45;1;21;0;8;0;0;0
40;5;12.08.2024;22;56;28;36;4;35;7;14;4;35;2;33;32;2;3;20;2;2,75;2;1;0;8;0;0;0
46;2;16.08.2024;14;38;29;43;7;117;2;0;1;33;2;30;30;2;3;26;3;2,8;2;5;0;8;0;0;0
21;3;17.08.2024;8;38;31;30;10;160;3;23;5;55;4;34;28;-30;1;26;3;2,81;2;10;0;8;0;0;0
44;4;20.08.2024;12;51;29;33;6;109;4;7;4;36;3;31;30;-19;2;23;2;2,45;1;28;1;8;0;0;0
44;4;20.08.2024;12;51;29;33;6;67;4;21;5;58;5;44;48;-1;3;30;3;3,5;3;37;1;8;0;0;0
44;4;21.08.2024;12;51;29;33;7;215;4;3;2;29;2;32;31;-19;2;24;2;2,6;1;12;0;8;0;0;0
27;5;26.08.2024;2;31;31;29;3;146;5;14;4;59;5;42;22;1;3;18;2;3;2;14;0;8;0;0;0
46;2;26.08.2024;14;38;29;43;17;199;2;23;5;49;4;29;40;-9;3;26;3;2,78;2;2;0;8;0;0;0
27;5;27.08.2024;2;31;31;29;4;63;5;14;4;47;4;30;30;-19;2;19;2;2,8;2;1;0;8;0;0;0
46;2;28.08.2024;14;38;29;43;19;117;2;0;1;33;2;30;30;2;3;26;3;2,8;2;18;0;8;0;0;0
22;2;29.08.2024;4;38;34;32;7;142;2;1;1;22;1;28;106;3;3;21;2;2,4;1;3;0;8;0;0;0
40;5;30.08.2024;22;56;28;36;22;35;7;14;4;35;2;33;32;2;3;20;2;2,75;2;19;0;8;0;0;0
46;2;31.08.2024;14;38;29;43;21;117;2;0;1;33;2;30;30;2;3;26;3;2,8;2;20;0;8;0;0;0
35;12;01.09.2024;23;58;65;33;17;141;7;20;5;52;4;33;30;-30;1;19;2;2,95;2;10;0;9;0;0;0
46;2;02.09.2024;14;38;29;43;23;145;2;19;5;42;3;31;59;-9;3;27;3;3;2;19;0;8;0;0;1
